X,Y,Z,MapID,MobType,ScriptName
382,61,0,6,177,
390,52,0,6,178,
390,56,0,6,178,
388,40,0,6,178,
388,43,0,6,178,
380,33,0,6,176,
381,33,0,6,176,
190,103,0,8,193,
172,101,0,8,193,
182,98,0,8,193,
171,95,0,8,193,
185,91,0,8,193,
157,89,0,8,193,
240,85,0,8,102,
24,501,0,7,102,
492,505,0,5,102,
225,9,0,6,118,
210,10,0,6,118,
221,10,0,6,118,
235,9,0,6,118,
227,15,0,6,118,
234,14,0,6,118,
214,133,0,7,180,guildchest
214,136,0,7,180,
213,133,0,7,180,
213,134,0,7,180,
486,450,0,8,88,
488,452,0,8,88,
482,451,0,8,62,
218,108,1,2,67,
234,112,1,2,67,
241,109,1,2,67,
286,53,0,7,2,chest
458,398,0,4,110,
220,480,0,8,177,
221,478,0,8,177,
213,459,0,8,176,
214,460,0,8,177,
226,460,0,8,176,
226,460,0,8,177,
228,445,0,8,178,
228,445,0,8,177,
228,445,0,8,177,
214,444,0,8,177,
214,441,0,8,177,
193,444,0,8,177,
198,449,0,8,176,
175,442,0,8,177,
177,440,0,8,177,
159,439,0,8,177,
164,438,0,8,176,
168,451,0,8,177,
154,450,0,8,176,
155,451,0,8,177,
155,451,0,8,177,
139,420,0,8,195,
138,418,0,8,195,
146,455,0,8,188,
418,490,0,9,194,
426,477,0,9,194,
426,477,0,9,194,
468,417,0,9,189,
497,406,0,9,183,
510,437,0,9,184,
347,277,0,7,10,dracula
325,208,0,5,75,
325,208,0,5,75,
306,202,0,5,75,
307,191,0,5,75,
307,191,0,5,75,
298,179,0,5,195,
311,196,0,5,76,
311,196,0,5,75,
317,188,0,5,100,
317,188,0,5,100,
291,199,0,5,109,
315,224,0,5,109,
287,221,0,5,110,
290,226,0,5,110,
25,153,0,7,129,
43,162,0,7,129,
43,164,0,7,129,
284,416,0,5,197,
283,414,0,5,197,
292,417,0,5,197,
283,420,0,5,197,
259,419,0,5,196,
258,418,0,5,196,
256,420,0,5,196,
240,420,0,5,186,
238,437,0,5,192,
243,436,0,5,191,
258,438,0,5,191,
286,432,0,5,156,
286,443,0,5,156,
296,443,0,5,156,
293,435,0,5,185,
242,458,0,5,188,
242,468,0,5,188,
303,461,0,5,189,
274,457,0,5,187,
293,459,0,5,183,
154,225,0,4,197,
143,227,0,4,197,
151,233,0,4,197,
126,194,0,4,197,
140,194,0,4,197,
140,194,0,4,197,
148,196,0,4,197,
136,200,0,4,197,
125,201,0,4,197,
152,227,0,4,195,
130,214,0,4,125,
299,192,0,5,101,
299,192,0,5,101,
299,192,0,5,101,
338,355,0,8,186,
8,419,0,5,10,guildchest
351,68,0,7,10,fonz
169,113,0,2,182,
174,123,0,2,182,
165,136,0,2,182,
490,69,0,7,190,
484,70,0,7,190,
468,449,0,2,190,
481,450,0,2,190,
476,449,0,2,190,
497,449,0,2,190,
491,449,0,2,190,
493,456,0,2,190,
500,444,0,2,190,
493,455,0,2,190,
130,249,0,5,10,crovax
477,157,0,8,136,
475,149,0,8,136,
216,179,0,4,136,
217,182,0,4,136,
220,177,0,4,136,
216,179,0,4,136,
218,183,0,4,136,
470,451,0,2,190,
492,447,0,2,190,
496,456,0,2,190,
489,453,0,2,190,
417,10,0,2,142,
397,14,0,2,142,
405,37,0,2,142,
417,41,0,2,142,
396,46,0,2,142,
407,50,0,2,142,
415,7,0,2,142,
174,102,0,8,193,
188,103,0,8,193,
149,3,1,5,10,guildchest
152,15,1,5,10,
445,102,0,7,7,
460,110,0,7,7,
443,112,0,7,8,
30,97,0,5,139,
23,101,0,5,139,
